Title,Platform,Release_Date,Metascore,User_Score,Critic_Review_Count,User_Review_Count,Publisher,Genre,Rating,URL
DeathSprint 66,PC,2024-09-12,74,6.5,11,12,Secret Mode,Future Racing,Not Rated,https://www.metacritic.com/game/deathsprint-66/
Marvel Rivals,"PC, PlayStation 5, Xbox Series X, PlayStation 4",2024-12-06,74,6.9,24,823,NetEase Games,Tactical Third Person Shooter,Not Rated,https://www.metacritic.com/game/marvel-rivals/
Volgarr the Viking II,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-08-06,73,7.1,12,12,Digital Eclipse,2D Platformer,Not Rated,https://www.metacritic.com/game/volgarr-the-viking-ii/
Sons of Valhalla,PC,2024-04-05,73,6.1,10,8,Hooded Horse,Strategy,Not Rated,https://www.metacritic.com/game/sons-of-valhalla/
Caravan SandWitch,"PC, Nintendo Switch, PlayStation 5",2024-09-12,73,6.2,18,69,Dear Villagers,Open-World Action,E10+,https://www.metacritic.com/game/caravan-sandwitch/
S.T.A.L.K.E.R. 2: Heart of Chornobyl,"PC, Xbox Series X, PlayStation 5",2024-11-20,73,7.6,79,2559,GSC Game World,FPS,Not Rated,https://www.metacritic.com/game/stalker-2-heart-of-chornobyl/
Evotinction,"PlayStation 5, PC, PlayStation 4",2024-09-13,73,5.5,13,6,Perp Games,Action Adventure,T,https://www.metacritic.com/game/evotinction/
Life is Strange: Double Exposure,"PC, Xbox Series X, PlayStation 5, Nintendo Switch",2024-10-29,73,4.5,64,763,Square Enix,Third-Person Adventure,M,https://www.metacritic.com/game/life-is-strange-double-exposure/
Teenage Mutant Ninja Turtles: Splintered Fate,"iOS (iPhone/iPad), Nintendo Switch, PC, PlayStation 5, Xbox One, Xbox Series X, PlayStation 4, Nintendo Switch 2",2024-07-17,73,7.6,38,59,Super Evil Megacorp,3D Beat-'Em-Up,E10+,https://www.metacritic.com/game/teenage-mutant-ninja-turtles-splintered-fate/
Dread Delusion,PC,2024-05-14,73,7.3,17,23,DreadXP,Western RPG,Not Rated,https://www.metacritic.com/game/dread-delusion/
Earth Defense Force 6,"PlayStation 4, PlayStation 5, PC",2024-07-25,73,5.7,21,30,"D3Publisher, Clouded Leopard Entertainment",Third Person Shooter,M,https://www.metacritic.com/game/earth-defense-force-6/
#BLUD,"PC, Nintendo Switch, PlayStation 4, Xbox One",2024-06-18,73,5.6,15,16,Humble Games,Action Adventure,Not Rated,https://www.metacritic.com/game/blud/
Wizardry: Proving Grounds of the Mad Overlord Remaster,"Nintendo Switch, PC, Xbox Series X, PlayStation 5, Xbox One, PlayStation 4",2024-05-23,73,7.4,7,7,Digital Eclipse,Western RPG,Not Rated,https://www.metacritic.com/game/wizardry-proving-grounds-of-the-mad-overlord-2024/
Nintendo World Championships: NES Edition,Nintendo Switch,2024-07-18,73,6.2,71,62,Nintendo,Party,E,https://www.metacritic.com/game/nintendo-world-championships-nes-edition/
Akka Arrh,"Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5",2024-03-08,73,,11,0,"Atari, Atari SA",Arcade,E10+,https://www.metacritic.com/game/akka-arrh/
Biomorph,"PlayStation 4, PC, Nintendo Switch, PlayStation 5, Xbox Series X",2024-04-05,73,7.2,8,12,Lucid Dreams Studio,Metroidvania,Not Rated,https://www.metacritic.com/game/biomorph/
One Piece Odyssey: Deluxe Edition,Nintendo Switch,2024-07-26,73,5.4,7,5,Bandai Namco Games,JRPG,T,https://www.metacritic.com/game/one-piece-odyssey-deluxe-edition/
The Crush House,PC,2024-08-09,73,2.1,29,22,Devolver Digital,First-Person Adventure,Not Rated,https://www.metacritic.com/game/the-crush-house/
Another Code: Recollection,Nintendo Switch,2024-01-19,73,8.5,69,0,Nintendo,Compilation,T,https://www.metacritic.com/game/another-code-recollection/
Star Trucker,"PC, Xbox Series X, PlayStation 5",2024-09-03,73,6.5,15,32,Raw Fury,Space Sim,Not Rated,https://www.metacritic.com/game/star-trucker/
WE ARE FOOTBALL 2024,PC,2024-03-04,73,7.5,7,6,HandyGames,Soccer Management,Not Rated,https://www.metacritic.com/game/we-are-football-2024/
Frontier Hunter: Erza's Wheel of Fortune,"PC, PlayStation 5",2024-07-26,73,8.3,8,13,"Chongqing Binghaixin Technology Co., Ltd.",Metroidvania,E10+,https://www.metacritic.com/game/frontier-hunter-erzas-wheel-of-fortune/
Goblin Stone,"PC, Nintendo Switch",2024-03-12,72,6.8,12,4,Orc Chop Games,Turn-Based Strategy,Not Rated,https://www.metacritic.com/game/goblin-stone/
Men of War II,PC,2024-05-15,72,2.6,23,13,Fulqrum Publishing,Real-Time Strategy,Not Rated,https://www.metacritic.com/game/men-of-war-ii/
Phoenix Springs,PC,2024-10-07,72,6.3,17,9,Calligram Studio,Point-and-Click,Not Rated,https://www.metacritic.com/game/phoenix-springs/
Terminator: Dark Fate - Defiance,PC,2024-02-21,72,6.1,15,23,Slitherine,Real-Time Strategy,Not Rated,https://www.metacritic.com/game/terminator-dark-fate-defiance/
Capes,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One",2024-05-29,72,3.0,21,27,"Daedalic Entertainment, Defiant Development",Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/capes/
Throne and Liberty,"PlayStation 5, Xbox Series X, PC",2024-10-01,72,5.2,20,186,Amazon Game Studios,MMORPG,T,https://www.metacritic.com/game/throne-and-liberty/
Alan Wake II: The Lake House Expansion,"Xbox Series X, PlayStation 5, PC",2024-10-22,72,7.0,8,180,Epic Games,Survival,Not Rated,https://www.metacritic.com/game/alan-wake-ii-the-lake-house-expansion/
King Arthur: Legion IX,Unknown,2024-05-09,72,,14,0,Unknown,Unknown,Not Rated,https://www.metacritic.com/game/king-arthur-legion-ix/
Completely Stretchy,PC,2024-12-12,72,,9,0,Super Rare Originals,3D Platformer,Not Rated,https://www.metacritic.com/game/completely-stretchy/
MySims: Cozy Bundle,"Nintendo Switch, PC, PlayStation 5, Xbox Series X",2024-11-19,72,7.5,11,20,Electronic Arts,Compilation,E,https://www.metacritic.com/game/mysims-cozy-bundle/
Top Racer Collection,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2024-03-07,72,7.4,8,9,QUByte Interactive,Compilation,E,https://www.metacritic.com/game/top-racer-collection/
Wrath: Aeon of Ruin,"PlayStation 4, PC, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X",2024-02-27,72,6.6,16,18,"Fulqrum Publishing, 3D Realms",FPS,Not Rated,https://www.metacritic.com/game/wrath-aeon-of-ruin/
F1 24,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2024-05-31,72,4.9,33,147,Electronic Arts,Auto Racing Sim,E,https://www.metacritic.com/game/f1-24/
Creatures of Ava,"PC, Xbox Series X",2024-08-07,72,6.6,19,39,11 bit studios,Open-World Action,Not Rated,https://www.metacritic.com/game/creatures-of-ava/
Stargate: Timekeepers,PC,2024-01-23,72,3.8,12,10,Slitherine,Real-Time Tactics,Not Rated,https://www.metacritic.com/game/stargate-timekeepers/
Phantom Abyss,"PC, Xbox Series X",2024-01-25,72,6.0,11,4,Devolver Digital,Action Adventure,Not Rated,https://www.metacritic.com/game/phantom-abyss/
Demon Slayer: Kimetsu no Yaiba - Sweep the Board!,"Nintendo Switch, PlayStation 5, PlayStation 4, PC, Xbox Series X, Xbox One",2024-04-26,71,6.6,10,19,"Sega, Aniplex Inc.",Party,T,https://www.metacritic.com/game/demon-slayer-kimetsu-no-yaiba-sweep-the-board/
Just Dance 2025 Edition,"Nintendo Switch, PlayStation 5, Xbox Series X",2024-10-15,71,6.4,15,29,Ubisoft,Dancing,E10+,https://www.metacritic.com/game/just-dance-2025-edition/
SAND LAND,"PlayStation 5, Xbox Series X, PC, PlayStation 4",2024-04-26,71,7.5,76,155,Bandai Namco Games,Action RPG,T,https://www.metacritic.com/game/sand-land/
The Sims 4: Lovestruck,"PC, Xbox One, PlayStation 4, Xbox Series X",2024-07-25,71,3.9,8,11,Electronic Arts,Virtual Life,T,https://www.metacritic.com/game/the-sims-4-lovestruck/
Wuthering Waves,"PC, PlayStation 5, iOS (iPhone/iPad)",2024-05-23,71,7.1,9,481,Kuro Games,Action RPG,Not Rated,https://www.metacritic.com/game/wuthering-waves/
Dark and Deep,PC,2024-08-13,71,,7,0,Walter Woods,Survival,Not Rated,https://www.metacritic.com/game/dark-and-deep/
Welcome to ParadiZe,"PlayStation 5, Xbox Series X, PC",2024-02-29,71,6.8,9,17,Nacon,Survival,M,https://www.metacritic.com/game/welcome-to-paradize/
Once Human,"PC, iOS (iPhone/iPad), Xbox Series X, PlayStation 5",2024-07-09,71,5.9,17,107,"Starry Studio, NetEase Games",Survival,Not Rated,https://www.metacritic.com/game/once-human/
Monster Jam Showdown,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-08-29,70,6.7,21,7,Milestone S.r.l,Auto Racing,E,https://www.metacritic.com/game/monster-jam-showdown/
LEGO Horizon Adventures,"PlayStation 5, Nintendo Switch, PC",2024-11-14,70,5.8,99,243,Sony Interactive Entertainment,Action Adventure,E10+,https://www.metacritic.com/game/lego-horizon-adventures/
Madden NFL 25,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2024-08-16,70,3.3,24,212,Electronic Arts,Football Sim,E,https://www.metacritic.com/game/madden-nfl-25/
Flintlock: The Siege of Dawn,"PC, PlayStation 5, Xbox Series X",2024-07-17,70,4.8,28,207,Kepler Interactive,Action RPG,M,https://www.metacritic.com/game/flintlock-the-siege-of-dawn/
Go Mecha Ball,"Xbox Series X, PC, Nintendo Switch, PlayStation 5, PlayStation 4",2024-01-25,70,6.6,10,24,Super Rare Originals,Top-Down Shoot-'Em-Up,Not Rated,https://www.metacritic.com/game/go-mecha-ball/
Contra: Operation Galuga,"Nintendo Switch, Xbox Series X, Xbox One, PC, PlayStation 5, PlayStation 4",2024-03-12,70,6.6,26,44,"Konami, Limited Run Games, SUPERDELUXE GAMES",2D Platformer,T,https://www.metacritic.com/game/contra-operation-galuga/
Reveil,"PC, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2024-03-06,70,6.7,10,12,Daedalic Entertainment,First-Person Adventure,Not Rated,https://www.metacritic.com/game/reveil/
Kamaeru: A Frog Refuge,"PC, Nintendo Switch, Xbox Series X",2024-06-08,70,,7,0,Armor Games,Virtual Life,E,https://www.metacritic.com/game/kamaeru-a-frog-refuge/
Fitness Boxing 3: Your Personal Trainer,Nintendo Switch,2024-12-05,70,7.8,32,8,"Nintendo, Imagineer Co.,Ltd.",Exercise,E,https://www.metacritic.com/game/fitness-boxing-3-your-personal-trainer/
Mighty Morphin Power Rangers: Rita's Rewind,"PC, Xbox Series X, PlayStation 5, Nintendo Switch, Xbox One, PlayStation 4",2024-12-10,70,6.3,20,27,"Digital Eclipse, Atari",2D Beat-'Em-Up,E10+,https://www.metacritic.com/game/mighty-morphin-power-rangers-ritas-rewind/
Solo Leveling: ARISE,"PC, iOS (iPhone/iPad)",2024-05-08,70,6.2,7,40,Netmarble,Action RPG,Not Rated,https://www.metacritic.com/game/solo-leveling-arise/
Highwater,"PC, iOS (iPhone/iPad), Xbox Series X, PlayStation 5, Nintendo Switch, PlayStation 4, Xbox One",2024-03-14,70,6.6,13,8,Rogue Games,Turn-Based Tactics,T,https://www.metacritic.com/game/highwater/
Until Dawn,"PlayStation 5, PC",2024-10-04,70,6.7,58,490,Sony Interactive Entertainment,Third-Person Adventure,M,https://www.metacritic.com/game/until-dawn/
Undisputed,"PC, Xbox Series X, PlayStation 5",2024-10-11,70,5.0,24,105,Deep Silver,Combat Sport,T,https://www.metacritic.com/game/undisputed/
ete,PC,2024-07-23,70,,8,0,Impossible,First-Person Adventure,Not Rated,https://www.metacritic.com/game/ete/
Shadows of the Damned: Hella Remastered,"Nintendo Switch, PC, PlayStation 5, PlayStation 4, Xbox One, Xbox Series X",2024-10-30,70,7.8,22,42,NetEase Games,Action Adventure,Not Rated,https://www.metacritic.com/game/shadows-of-the-damned-hella-remastered/
Enotria: The Last Song,"PC, PlayStation 5, Xbox Series X",2024-09-16,69,6.0,28,278,Jyamma Games,Action RPG,T,https://www.metacritic.com/game/enotria-the-last-song/
Killer Klowns from Outer Space: The Game,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2024-06-04,69,6.7,14,18,IllFonic,Survival,Not Rated,https://www.metacritic.com/game/killer-klowns-from-outer-space-the-game/
Outcast: A New Beginning,"PC, PlayStation 5, Xbox Series X",2024-03-15,69,7.3,37,97,THQ Nordic,Open-World Action,T,https://www.metacritic.com/game/outcast-a-new-beginning/
Kingdom Come: Deliverance - Royal Edition,"PlayStation 4, PC, Xbox One, Nintendo Switch",2024-03-15,69,7.7,11,227,"PLAION, Deep Silver",Action RPG,M,https://www.metacritic.com/game/kingdom-come-deliverance-royal-edition/
Bulwark: Falconeer Chronicles,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2024-03-26,69,5.6,14,7,Wired Productions,Management,Not Rated,https://www.metacritic.com/game/bulwark-falconeer-chronicles/
Hauntii,"PC, Nintendo Switch, Xbox Series X, PlayStation 5, Xbox One, PlayStation 4",2024-05-23,69,7.4,10,22,Firestoke,Action Adventure,Not Rated,https://www.metacritic.com/game/hauntii/
Slave Zero X,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-02-21,69,7.8,16,12,Ziggurat Interactive,2D Beat-'Em-Up,Not Rated,https://www.metacritic.com/game/slave-zero-x/
Millennia,PC,2024-03-26,69,5.8,24,20,Paradox Interactive,4X Strategy,Not Rated,https://www.metacritic.com/game/millennia/
Harold Halibut,"PC, Xbox Series X, PlayStation 5",2024-04-16,69,6.7,28,112,Slow Bros.,Adventure,Not Rated,https://www.metacritic.com/game/harold-halibut/
Shadows of Doubt,Unknown,2024-09-26,69,7.2,16,0,Unknown,Unknown,T,https://www.metacritic.com/game/shadows-of-doubt/
Ereban: Shadow Legacy,"Xbox Series X, PC, PlayStation 5",2024-04-10,69,6.2,22,15,Baby Robot Games,Linear Action Adventure,Not Rated,https://www.metacritic.com/game/ereban-shadow-legacy/
Sword Art Online: Fractured Daydream,"Nintendo Switch, PlayStation 5, PC, Xbox Series X",2024-10-04,68,7.1,12,23,Bandai Namco Games,Action RPG,T,https://www.metacritic.com/game/sword-art-online-fractured-daydream/
Lollipop Chainsaw RePOP,"PC, Nintendo Switch, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One, Nintendo Switch 2",2024-09-12,68,7.9,8,172,"Dragami Games, Limited Run Games, Clear River Games",3D Beat-'Em-Up,M,https://www.metacritic.com/game/lollipop-chainsaw-repop/
Reigns: Three Kingdoms,"iOS (iPhone/iPad), PC, Nintendo Switch",2024-01-11,68,,7,0,Devolver Digital,Board,Not Rated,https://www.metacritic.com/game/reigns-three-kingdoms/
Umamusume: Pretty Derby - Party Dash,"Nintendo Switch, PlayStation 4, PC",2024-08-30,68,6.8,8,9,Cygames,Party,Not Rated,https://www.metacritic.com/game/umamusume-pretty-derby-party-dash/
Clock Tower: Rewind,"Nintendo Switch, PC, Xbox Series X, PlayStation 5, PlayStation 4",2024-10-28,68,7.4,7,12,"WayForward, Limited Run Games",Point-and-Click,T,https://www.metacritic.com/game/clock-tower-rewind/
Citadelum,PC,2024-10-17,68,6.2,8,5,Abylight,Management,Not Rated,https://www.metacritic.com/game/citadelum/
The Casting of Frank Stone,"PC, Xbox Series X, PlayStation 5",2024-09-03,68,5.7,31,209,Behaviour Interactive,Third-Person Adventure,M,https://www.metacritic.com/game/the-casting-of-frank-stone/
Star Wars: Bounty Hunter Remaster,"PlayStation 5, Nintendo Switch, Xbox Series X, Xbox One, PC, PlayStation 4",2024-08-01,68,6.4,13,14,"Aspyr, Limited Run Games",Third Person Shooter,T,https://www.metacritic.com/game/star-wars-bounty-hunter-remaster/
Fairy Tail 2,"Nintendo Switch, PC, PlayStation 5, PlayStation 4",2024-12-13,68,6.8,26,29,Koei Tecmo Games,RPG,T,https://www.metacritic.com/game/fairy-tail-2/
Life Eater,PC,2024-04-16,68,,9,0,Strange Scaffold,Adventure,Not Rated,https://www.metacritic.com/game/life-eater/
Dustborn,Unknown,2024-08-20,68,1.2,24,0,Unknown,Unknown,M,https://www.metacritic.com/game/dustborn/
The Thing: Remastered,"PC, Xbox Series X, PlayStation 5, Nintendo Switch, Xbox One, PlayStation 4",2024-12-05,67,7.2,18,34,Nightdive Studios,Survival,M,https://www.metacritic.com/game/the-thing-remastered/
Open Roads,"PC, PlayStation 5, Xbox Series X, Nintendo Switch, PlayStation 4, Xbox One",2024-03-28,67,6.3,32,59,Annapurna Interactive,Adventure,Not Rated,https://www.metacritic.com/game/open-roads/
A Quiet Place: The Road Ahead,"PlayStation 5, Xbox Series X, PC",2024-10-17,67,6.9,33,176,Saber Interactive,Survival,M,https://www.metacritic.com/game/a-quiet-place-the-road-ahead/
SpongeBob SquarePants: The Patrick Star Game,"Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4, PC",2024-10-04,67,6.3,8,44,Outright Games,3D Platformer,E,https://www.metacritic.com/game/spongebob-squarepants-the-patrick-star-game/
War Hospital,"PC, PlayStation 5, Xbox Series X",2024-01-11,67,4.7,16,12,Nacon,Real-Time Strategy,T,https://www.metacritic.com/game/war-hospital/
Apartment Story,PC,2024-09-26,67,,8,0,Blue Rider Interactive,Third-Person Adventure,Not Rated,https://www.metacritic.com/game/apartment-story/
SCHiM,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2024-07-18,67,6.0,19,12,"Extra Nice, Playism",3D Platformer,Not Rated,https://www.metacritic.com/game/schim/
XDefiant,Unknown,2024-05-21,67,4.7,17,0,Unknown,Unknown,T,https://www.metacritic.com/game/xdefiant/
Hot Lap Racing,"PC, Nintendo Switch",2024-07-16,67,7.1,8,14,"Maximum Games, Maximum Entertainment, 3goo",Auto Racing,RP,https://www.metacritic.com/game/hot-lap-racing/
NHL 25,"PlayStation 5, Xbox Series X",2024-10-04,66,2.8,18,73,Electronic Arts,Hockey Sim,Not Rated,https://www.metacritic.com/game/nhl-25/
Copycat,"PC, Xbox Series X, PlayStation 5",2024-09-19,66,6.5,13,25,"Neverland Entertainment, Nuuvem",Third-Person Adventure,E10+,https://www.metacritic.com/game/copycat/
Teenage Mutant Ninja Turtles: Mutants Unleashed,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2024-10-18,66,4.5,7,51,Outright Games,Action Adventure,E10+,https://www.metacritic.com/game/teenage-mutant-ninja-turtles-mutants-unleashed/
VED,"PC, Nintendo Switch, Xbox One, PlayStation 4, PlayStation 5, Xbox Series X",2024-11-14,66,,7,4,Fulqrum Publishing,RPG,Not Rated,https://www.metacritic.com/game/ved/
Harry Potter: Quidditch Champions,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-09-03,66,5.5,31,156,"Warner Bros. Interactive Entertainment, Warner Bros. Games",Team Sports,T,https://www.metacritic.com/game/harry-potter-quidditch-champions/
Mirthwood,PC,2024-11-06,66,5.5,8,6,V Publishing,RPG,Not Rated,https://www.metacritic.com/game/mirthwood/
Noreya: The Gold Project,PC,2024-06-21,65,,7,0,Pixelheart,Metroidvania,Not Rated,https://www.metacritic.com/game/noreya-the-gold-project/
The Legend of Legacy HD Remastered,"PlayStation 5, PlayStation 4, PC, Nintendo Switch",2024-03-22,65,,13,0,"NIS America, FuRyu",JRPG,E10+,https://www.metacritic.com/game/the-legend-of-legacy-hd-remastered/
Phantom Fury,"Nintendo Switch, PC, PlayStation 5, Xbox Series X",2024-04-23,65,5.9,24,22,3D Realms,FPS,Not Rated,https://www.metacritic.com/game/phantom-fury/
The Jackbox Naughty Pack,"PC, PlayStation 5, Xbox Series X, Nintendo Switch, Xbox One, PlayStation 4",2024-09-12,65,5.0,9,6,"Jackbox Games, Inc.",Party,Not Rated,https://www.metacritic.com/game/the-jackbox-naughty-pack/
G.I. Joe: Wrath of Cobra,"Nintendo Switch, PC, PlayStation 5, Xbox Series X, PlayStation 4",2024-09-26,65,,13,0,"indie.io, Freedom Games",2D Beat-'Em-Up,E10+,https://www.metacritic.com/game/gi-joe-wrath-of-cobra/
Graven,"PC, Nintendo Switch, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One",2024-01-23,65,6.9,17,9,3D Realms,Action Adventure,Not Rated,https://www.metacritic.com/game/graven/
Deathbound,"PC, Xbox Series X, PlayStation 5",2024-08-08,65,6.4,13,33,Tate Multimedia,Action RPG,Not Rated,https://www.metacritic.com/game/deathbound/
Lunar Lander Beyond,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-04-23,65,6.0,8,5,Atari,Space Sim,E10+,https://www.metacritic.com/game/lunar-lander-beyond/
Akimbot,"PlayStation 5, Xbox Series X, PC",2024-08-29,65,7.2,16,15,PLAION,Action Adventure,Not Rated,https://www.metacritic.com/game/akimbot/
Farmagia,"Nintendo Switch, PC, PlayStation 5",2024-11-01,64,5.5,7,10,"Marvelous Entertainment, Marvelous Inc., Marvelous Europe",Trainer RPG,T,https://www.metacritic.com/game/farmagia/
Parcel Corps,Unknown,2024-10-03,64,,11,0,Unknown,Unknown,E10+,https://www.metacritic.com/game/parcel-corps/
